"split","aAcc","fAcc","qAcc"
"Overall","72.45005257623555","48.84393063583815","49.67032967032967"
"VS","75.83333333333333","48.275862068965516","58.98876404494382"
"VD","70.38917089678512","49.130434782608695","43.682310469314075"
"VD_video","61.76470588235294","25.0","27.536231884057973"
"VD_illusion","63.888888888888886","40.32258064516129","29.166666666666668"
"VD_math","74.07407407407408","47.22222222222222","53.70370370370371"
"VS_ocr","72.22222222222221","50.0","44.44444444444444"
"VD_figure","70.0","53.65853658536586","38.46153846153847"
"VS_map","57.8125","22.727272727272727","18.75"
"VS_table","81.25","50.0","69.76744186046511"
"VD_ocr","93.25842696629213","86.04651162790698","86.04651162790698"
"VS_chart","81.53846153846153","60.0","75.0"
