"split","aAcc","fAcc","qAcc"
"Overall","56.15141955835961","27.74566473988439","25.934065934065938"
"VD","55.83756345177665","30.434782608695656","23.104693140794225"
"VS","56.666666666666664","22.413793103448278","30.337078651685395"
"VS_ocr","53.70370370370371","23.076923076923077","22.22222222222222"
"VD_figure","71.25","58.536585365853654","46.15384615384615"
"VD_illusion","59.72222222222222","37.096774193548384","20.833333333333336"
"VS_chart","54.61538461538461","20.0","36.84210526315789"
"VS_map","51.5625","13.636363636363635","15.625"
"VD_video","45.88235294117647","6.25","5.797101449275362"
"VD_ocr","69.66292134831461","41.86046511627907","39.53488372093023"
"VS_table","63.39285714285714","32.142857142857146","34.883720930232556"
"VD_math","43.51851851851852","5.555555555555555","18.51851851851852"
