"split","aAcc","fAcc","qAcc"
"Overall","62.46056782334385","34.68208092485549","36.26373626373626"
"VS","66.66666666666666","30.17241379310345","46.62921348314607"
"VD","59.89847715736041","36.95652173913043","29.602888086642597"
"VS_table","69.64285714285714","32.142857142857146","53.48837209302325"
"VS_ocr","53.70370370370371","30.76923076923077","18.51851851851852"
"VD_illusion","62.5","45.16129032258064","30.555555555555557"
"VD_figure","67.5","48.78048780487805","33.33333333333333"
"VD_video","46.470588235294116","8.333333333333332","10.144927536231885"
"VD_ocr","77.52808988764045","55.81395348837209","53.48837209302325"
"VD_math","57.407407407407405","25.0","31.48148148148148"
"VS_chart","73.84615384615385","35.0","61.8421052631579"
"VS_map","57.8125","18.181818181818183","25.0"
