"split","aAcc","fAcc","qAcc"
"Overall","63.196635120925336","36.99421965317919","31.428571428571427"
"VS","66.11111111111111","37.93103448275862","38.764044943820224"
"VD","61.42131979695431","36.52173913043478","26.714801444043324"
"VD_ocr","66.29213483146067","53.48837209302325","39.53488372093023"
"VS_chart","70.0","42.5","52.63157894736842"
"VS_table","75.89285714285714","42.857142857142854","48.837209302325576"
"VD_math","67.5925925925926","27.77777777777778","42.592592592592595"
"VD_illusion","59.02777777777778","43.54838709677419","18.055555555555554"
"VD_video","56.470588235294116","8.333333333333332","11.594202898550725"
"VD_figure","62.5","48.78048780487805","33.33333333333333"
"VS_map","53.125","31.818181818181817","12.5"
"VS_ocr","51.85185185185185","30.76923076923077","14.814814814814813"
