"split","aAcc","fAcc","qAcc"
"Overall","54.99474237644585","26.878612716763005","25.71428571428571"
"VD","54.82233502538071","30.869565217391305","23.826714801444044"
"VS","55.27777777777778","18.96551724137931","28.651685393258425"
"VD_illusion","56.25","30.64516129032258","19.444444444444446"
"VD_ocr","75.28089887640449","53.48837209302325","51.162790697674424"
"VS_chart","50.76923076923077","10.0","35.526315789473685"
"VD_math","47.22222222222222","8.333333333333332","20.37037037037037"
"VS_map","46.875","18.181818181818183","6.25"
"VS_ocr","55.55555555555556","30.76923076923077","22.22222222222222"
"VD_figure","70.0","53.65853658536586","41.02564102564102"
"VS_table","65.17857142857143","21.428571428571427","37.2093023255814"
"VD_video","40.588235294117645","8.333333333333332","4.3478260869565215"
