"split","aAcc","fAcc","qAcc"
"Overall","64.45846477392219","38.4393063583815","39.120879120879124"
"VS","73.61111111111111","44.827586206896555","54.49438202247191"
"VD","58.88324873096447","35.21739130434783","29.24187725631769"
"VD_math","63.888888888888886","36.11111111111111","35.18518518518518"
"VD_ocr","78.65168539325843","60.46511627906976","60.46511627906976"
"VS_map","56.25","18.181818181818183","18.75"
"VS_ocr","68.51851851851852","50.0","40.74074074074074"
"VS_chart","72.3076923076923","42.5","63.1578947368421"
"VS_table","87.5","64.28571428571429","74.4186046511628"
"VD_illusion","56.25","41.935483870967744","19.444444444444446"
"VD_figure","61.25000000000001","36.58536585365854","28.205128205128204"
"VD_video","46.470588235294116","2.083333333333333","15.942028985507244"
