model,data_augmentations,instance_id,train_trial_index,score,score_name,unique_id_inc_seed,split,sub_split
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1000,0,0.2752286862868767,NDCG@10,"msmarco:track=trec,valid_topk=30_id1000_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1001,0,0.4812639407182982,NDCG@10,"msmarco:track=trec,valid_topk=30_id1001_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1002,0,0.5187942367288366,NDCG@10,"msmarco:track=trec,valid_topk=30_id1002_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1003,0,0.8219384216371077,NDCG@10,"msmarco:track=trec,valid_topk=30_id1003_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1004,0,0.4557579958073848,NDCG@10,"msmarco:track=trec,valid_topk=30_id1004_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1005,0,0.5347564356299854,NDCG@10,"msmarco:track=trec,valid_topk=30_id1005_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1006,0,0.7499727472054251,NDCG@10,"msmarco:track=trec,valid_topk=30_id1006_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1007,0,0.40109818062573055,NDCG@10,"msmarco:track=trec,valid_topk=30_id1007_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1008,0,0.43317839086672827,NDCG@10,"msmarco:track=trec,valid_topk=30_id1008_0",valid,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/msmarco:track=trec,valid_topk=30,model=ai21_j2-grande,data_augmentation=canonical",id1009,0,0.6666666666666666,NDCG@10,"msmarco:track=trec,valid_topk=30_id1009_0",valid,
