model,train_trial_index,score,balanced_score,n_samples,scenario
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
ai21_j2-grande,0.9942857142857143,0.4142857142857143,0.3302130158730158,700,civil_comments
ai21_j2-jumbo,0.9942857142857143,0.9857142857142858,0.7947774603174603,700,civil_comments
ai21_j2-large,0.9942857142857143,0.7971428571428572,0.6420555555555555,700,civil_comments
openai_gpt-3.5-turbo-0301,0.9942857142857143,0.9542857142857143,0.7675530158730159,700,civil_comments
together_redpajama-incite-base-3b-v1,0.0,0.6635071090047393,0.5344296998420222,700,civil_comments
writer_palmyra-instruct-30,0.9942857142857143,0.8,0.6443695238095238,700,civil_comments
writer_palmyra-x,0.9942857142857143,0.0014285714285714286,0.001156984126984127,700,civil_comments
