model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
ai21_j2-grande,1.0,0.59,,0.59,100,truthful_qa
ai21_j2-jumbo,1.0,0.76,,0.76,100,truthful_qa
ai21_j2-large,1.0,0.14,,0.14,100,truthful_qa
openai_gpt-3.5-turbo-0301,1.0,0.91,,0.91,100,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.40625,,0.40625,100,truthful_qa
writer_palmyra-instruct-30,1.0,0.12,,0.12,100,truthful_qa
writer_palmyra-x,1.0,0.84,,0.84,100,truthful_qa
