model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
ai21_j2-grande,1.008,0.494,,0.494,500,truthful_qa
ai21_j2-jumbo,1.008,0.692,,0.692,500,truthful_qa
ai21_j2-large,1.008,0.224,,0.224,500,truthful_qa
openai_gpt-3.5-turbo-0301,1.008,0.856,,0.856,500,truthful_qa
together_redpajama-incite-base-3b-v1,0.0,0.41875,,0.41875,500,truthful_qa
writer_palmyra-instruct-30,1.008,0.18,,0.18,500,truthful_qa
writer_palmyra-x,1.008,0.798,,0.798,500,truthful_qa
