"split","aAcc","fAcc","qAcc"
"Overall","55.730809674027334","25.722543352601157","26.593406593406595"
"VS","51.94444444444445","16.379310344827587","24.15730337078652"
"VD","58.03722504230119","30.434782608695656","28.158844765342963"
"VD_illusion","63.19444444444444","40.32258064516129","29.166666666666668"
"VS_map","51.5625","18.181818181818183","9.375"
"VS_table","54.46428571428571","17.857142857142858","20.930232558139537"
"VD_video","42.35294117647059","6.25","4.3478260869565215"
"VD_math","57.407407407407405","16.666666666666664","37.03703703703704"
"VS_ocr","55.55555555555556","23.076923076923077","22.22222222222222"
"VD_figure","71.25","48.78048780487805","46.15384615384615"
"VS_chart","48.46153846153846","10.0","32.89473684210527"
"VD_ocr","68.53932584269663","37.2093023255814","37.2093023255814"
