model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
ai21_j2-grande,1.02,0.484,,0.484,500,mmlu
ai21_j2-jumbo,1.02,0.498,,0.498,500,mmlu
ai21_j2-large,1.02,0.33,,0.33,500,mmlu
openai_gpt-3.5-turbo-0301,1.02,0.594,,0.594,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.23170731707317074,,0.23170731707317074,500,mmlu
writer_palmyra-instruct-30,1.02,0.39,,0.39,500,mmlu
writer_palmyra-x,1.02,0.626,,0.626,500,mmlu
ai21_j2-grande,0.95,0.466,,0.466,500,mmlu
ai21_j2-jumbo,0.95,0.446,,0.446,500,mmlu
ai21_j2-large,0.95,0.338,,0.338,500,mmlu
openai_gpt-3.5-turbo-0301,0.95,0.604,,0.604,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.30601092896174864,,0.30601092896174864,500,mmlu
writer_palmyra-instruct-30,0.95,0.394,,0.394,500,mmlu
writer_palmyra-x,0.95,0.608,,0.608,500,mmlu
ai21_j2-grande,0.996,0.486,,0.486,500,mmlu
ai21_j2-jumbo,0.996,0.454,,0.454,500,mmlu
ai21_j2-large,0.996,0.358,,0.358,500,mmlu
openai_gpt-3.5-turbo-0301,0.996,0.562,,0.562,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.2411764705882353,,0.2411764705882353,500,mmlu
writer_palmyra-instruct-30,0.996,0.43,,0.43,500,mmlu
writer_palmyra-x,0.996,0.588,,0.588,500,mmlu
ai21_j2-grande,0.986,0.472,,0.472,500,mmlu
ai21_j2-jumbo,0.986,0.472,,0.472,500,mmlu
ai21_j2-large,0.986,0.34,,0.34,500,mmlu
openai_gpt-3.5-turbo-0301,0.986,0.582,,0.582,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.2808988764044944,,0.2808988764044944,500,mmlu
writer_palmyra-instruct-30,0.986,0.41,,0.41,500,mmlu
writer_palmyra-x,0.986,0.596,,0.596,500,mmlu
ai21_j2-grande,1.048,0.478,,0.478,500,mmlu
ai21_j2-jumbo,1.048,0.474,,0.474,500,mmlu
ai21_j2-large,1.048,0.358,,0.358,500,mmlu
openai_gpt-3.5-turbo-0301,1.048,0.59,,0.59,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.2597402597402597,,0.2597402597402597,500,mmlu
writer_palmyra-instruct-30,1.048,0.368,,0.368,500,mmlu
writer_palmyra-x,1.048,0.626,,0.626,500,mmlu
ai21_j2-grande,1.062,0.464,,0.464,500,mmlu
ai21_j2-jumbo,1.062,0.458,,0.458,500,mmlu
ai21_j2-large,1.062,0.336,,0.336,500,mmlu
openai_gpt-3.5-turbo-0301,1.062,0.566,,0.566,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.2545454545454545,,0.2545454545454545,500,mmlu
writer_palmyra-instruct-30,1.062,0.422,,0.422,500,mmlu
writer_palmyra-x,1.062,0.576,,0.576,500,mmlu
ai21_j2-grande,1.008,0.492,,0.492,500,mmlu
ai21_j2-jumbo,1.008,0.504,,0.504,500,mmlu
ai21_j2-large,1.008,0.328,,0.328,500,mmlu
openai_gpt-3.5-turbo-0301,1.008,0.622,,0.622,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.2802547770700637,,0.2802547770700637,500,mmlu
writer_palmyra-instruct-30,1.008,0.35,,0.35,500,mmlu
writer_palmyra-x,1.008,0.594,,0.594,500,mmlu
ai21_j2-grande,1.02,0.44,,0.44,500,mmlu
ai21_j2-jumbo,1.02,0.45,,0.45,500,mmlu
ai21_j2-large,1.02,0.336,,0.336,500,mmlu
openai_gpt-3.5-turbo-0301,1.02,0.592,,0.592,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.26627218934911245,,0.26627218934911245,500,mmlu
writer_palmyra-instruct-30,1.02,0.406,,0.406,500,mmlu
writer_palmyra-x,1.02,0.604,,0.604,500,mmlu
ai21_j2-grande,0.998,0.446,,0.446,500,mmlu
ai21_j2-jumbo,0.998,0.478,,0.478,500,mmlu
ai21_j2-large,0.998,0.34,,0.34,500,mmlu
openai_gpt-3.5-turbo-0301,0.998,0.606,,0.606,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.2919254658385093,,0.2919254658385093,500,mmlu
writer_palmyra-instruct-30,0.998,0.41,,0.41,500,mmlu
writer_palmyra-x,0.998,0.586,,0.586,500,mmlu
ai21_j2-grande,0.93,0.458,,0.458,500,mmlu
ai21_j2-jumbo,0.93,0.486,,0.486,500,mmlu
ai21_j2-large,0.93,0.324,,0.324,500,mmlu
openai_gpt-3.5-turbo-0301,0.93,0.604,,0.604,500,mmlu
together_redpajama-incite-base-3b-v1,0.0,0.30939226519337015,,0.30939226519337015,500,mmlu
writer_palmyra-instruct-30,0.93,0.418,,0.418,500,mmlu
writer_palmyra-x,0.93,0.608,,0.608,500,mmlu
