"split","aAcc","fAcc","qAcc"
"Overall","64.98422712933754","38.15028901734104","36.92307692307693"
"VS","73.61111111111111","50.0","52.80898876404494"
"VD","59.729272419627755","32.17391304347826","26.714801444043324"
"VS_table","75.89285714285714","53.57142857142857","51.162790697674424"
"VD_ocr","73.03370786516854","51.162790697674424","46.51162790697674"
"VS_chart","81.53846153846153","60.0","71.05263157894737"
"VD_figure","72.5","58.536585365853654","43.58974358974359"
"VS_ocr","62.96296296296296","34.61538461538461","33.33333333333333"
"VD_math","52.77777777777778","13.88888888888889","27.77777777777778"
"VD_illusion","58.333333333333336","33.87096774193548","19.444444444444446"
"VD_video","52.352941176470594","4.166666666666666","11.594202898550725"
"VS_map","62.5","45.45454545454545","28.125"
