"split","aAcc","fAcc","qAcc"
"Overall","60.77812828601472","33.81502890173411","32.967032967032964"
"VS","65.83333333333333","31.896551724137932","39.8876404494382"
"VD","57.69881556683587","34.78260869565217","28.51985559566787"
"VS_ocr","51.85185185185185","19.230769230769234","14.814814814814813"
"VS_chart","70.76923076923077","47.5","53.94736842105263"
"VS_map","57.8125","27.27272727272727","18.75"
"VD_ocr","75.28089887640449","58.139534883720934","53.48837209302325"
"VD_math","53.70370370370371","19.444444444444446","29.629629629629626"
"VD_illusion","54.166666666666664","33.87096774193548","23.61111111111111"
"VD_video","50.0","14.583333333333334","11.594202898550725"
"VD_figure","66.25","48.78048780487805","38.46153846153847"
"VS_table","71.42857142857143","25.0","46.51162790697674"
