"split","aAcc","fAcc","qAcc"
"Overall","60.462670872765514","30.63583815028902","30.54945054945055"
"VD","57.1912013536379","31.30434782608696","24.187725631768952"
"VS","65.83333333333333","29.310344827586203","40.44943820224719"
"VS_chart","63.07692307692307","25.0","48.68421052631579"
"VD_illusion","56.25","37.096774193548384","22.22222222222222"
"VD_math","56.481481481481474","19.444444444444446","25.925925925925924"
"VD_figure","66.25","43.90243902439025","33.33333333333333"
"VS_ocr","61.111111111111114","34.61538461538461","25.925925925925924"
"VD_video","46.470588235294116","10.416666666666668","8.695652173913043"
"VS_table","76.78571428571429","39.285714285714285","53.48837209302325"
"VS_map","56.25","18.181818181818183","15.625"
"VD_ocr","71.91011235955057","44.18604651162791","41.86046511627907"
