"split","aAcc","fAcc","qAcc"
"Overall","50.57833859095688","17.91907514450867","20.0"
"VS","46.94444444444444","9.482758620689655","20.224719101123593"
"VD","52.79187817258884","22.17391304347826","19.855595667870034"
"VS_ocr","53.70370370370371","23.076923076923077","22.22222222222222"
"VS_map","54.6875","9.090909090909092","18.75"
"VD_video","43.529411764705884","6.25","8.695652173913043"
"VD_figure","61.25000000000001","39.02439024390244","25.64102564102564"
"VS_chart","42.30769230769231","5.0","25.0"
"VD_math","48.148148148148145","11.11111111111111","24.074074074074073"
"VD_illusion","53.47222222222222","17.741935483870968","13.88888888888889"
"VS_table","44.642857142857146","3.571428571428571","11.627906976744185"
"VD_ocr","67.41573033707866","39.53488372093023","37.2093023255814"
