"split","aAcc","fAcc","qAcc"
"Overall","59.516298633017875","31.502890173410403","29.89010989010989"
"VD","55.668358714044","26.956521739130434","20.938628158844764"
"VS","65.83333333333333","40.51724137931034","43.82022471910113"
"VD_figure","57.49999999999999","36.58536585365854","12.82051282051282"
"VS_table","73.21428571428571","50.0","51.162790697674424"
"VS_chart","67.6923076923077","40.0","56.57894736842105"
"VD_math","47.22222222222222","8.333333333333332","16.666666666666664"
"VD_illusion","59.02777777777778","29.03225806451613","22.22222222222222"
"VD_ocr","73.03370786516854","51.162790697674424","46.51162790697674"
"VS_ocr","57.407407407407405","38.46153846153847","25.925925925925924"
"VD_video","48.23529411764706","8.333333333333332","11.594202898550725"
"VS_map","56.25","31.818181818181817","18.75"
