"split","aAcc","fAcc","qAcc"
"Overall","64.14300736067298","31.502890173410403","37.362637362637365"
"VS","70.55555555555556","36.206896551724135","48.87640449438202"
"VD","60.236886632825716","29.130434782608695","29.96389891696751"
"VS_ocr","59.25925925925925","30.76923076923077","22.22222222222222"
"VS_table","72.32142857142857","35.714285714285715","55.81395348837209"
"VD_illusion","61.80555555555556","30.64516129032258","26.38888888888889"
"VS_map","62.5","22.727272727272727","28.125"
"VD_ocr","80.89887640449437","65.11627906976744","62.7906976744186"
"VD_math","64.81481481481481","25.0","40.74074074074074"
"VD_video","46.470588235294116","6.25","11.594202898550725"
"VS_chart","77.6923076923077","47.5","63.1578947368421"
"VD_figure","57.49999999999999","19.51219512195122","17.94871794871795"
