"split","aAcc","fAcc","qAcc"
"Overall","58.0441640378549","30.63583815028902","28.79120879120879"
"VS","57.22222222222222","23.275862068965516","31.46067415730337"
"VD","58.544839255499156","34.34782608695652","27.075812274368232"
"VD_illusion","59.72222222222222","32.25806451612903","25.0"
"VD_video","43.529411764705884","8.333333333333332","5.797101449275362"
"VS_chart","56.92307692307692","17.5","43.42105263157895"
"VS_map","43.75","18.181818181818183","3.125"
"VS_ocr","55.55555555555556","30.76923076923077","22.22222222222222"
"VD_math","59.25925925925925","30.555555555555557","31.48148148148148"
"VS_table","66.07142857142857","28.57142857142857","37.2093023255814"
"VD_figure","68.75","51.21951219512195","35.8974358974359"
"VD_ocr","75.28089887640449","53.48837209302325","51.162790697674424"
