"split","aAcc","fAcc","qAcc"
"Overall","63.40694006309149","28.32369942196532","34.065934065934066"
"VD","60.913705583756354","27.391304347826086","27.436823104693143"
"VS","67.5","30.17241379310345","44.38202247191011"
"VS_ocr","61.111111111111114","30.76923076923077","22.22222222222222"
"VD_video","53.529411764705884","10.416666666666668","10.144927536231885"
"VS_table","65.17857142857143","25.0","39.53488372093023"
"VS_map","60.9375","22.727272727272727","25.0"
"VD_illusion","62.5","25.806451612903224","26.38888888888889"
"VD_math","56.481481481481474","16.666666666666664","29.629629629629626"
"VD_ocr","76.40449438202246","55.81395348837209","53.48837209302325"
"VD_figure","62.5","29.268292682926827","28.205128205128204"
"VS_chart","75.38461538461539","37.5","63.1578947368421"
