"split","aAcc","fAcc","qAcc"
"Overall","54.889589905362776","28.901734104046245","23.956043956043956"
"VS","55.55555555555556","22.413793103448278","26.96629213483146"
"VD","54.483925549915405","32.17391304347826","22.021660649819495"
"VD_ocr","74.15730337078652","53.48837209302325","48.837209302325576"
"VS_map","43.75","13.636363636363635","3.125"
"VS_table","56.25","28.57142857142857","20.930232558139537"
"VS_chart","57.692307692307686","17.5","40.78947368421053"
"VS_ocr","62.96296296296296","30.76923076923077","25.925925925925924"
"VD_video","43.529411764705884","6.25","5.797101449275362"
"VD_figure","72.5","58.536585365853654","43.58974358974359"
"VD_math","45.370370370370374","11.11111111111111","18.51851851851852"
"VD_illusion","52.083333333333336","32.25806451612903","12.5"
