"split","aAcc","fAcc","qAcc"
"Overall","68.34910620399579","47.687861271676304","44.395604395604394"
"VS","73.88888888888889","48.275862068965516","52.24719101123596"
"VD","64.9746192893401","47.391304347826086","39.35018050541516"
"VD_math","59.25925925925925","30.555555555555557","35.18518518518518"
"VD_ocr","80.89887640449437","65.11627906976744","62.7906976744186"
"VD_illusion","70.83333333333334","54.83870967741935","44.44444444444444"
"VD_video","46.470588235294116","12.5","7.246376811594203"
"VS_chart","80.76923076923077","60.0","68.42105263157895"
"VS_ocr","68.51851851851852","53.84615384615385","37.03703703703704"
"VS_map","57.8125","31.818181818181817","15.625"
"VS_table","77.67857142857143","39.285714285714285","60.46511627906976"
"VD_figure","83.75","73.17073170731707","66.66666666666666"
