"split","aAcc","fAcc","qAcc"
"Overall","65.72029442691904","37.861271676300575","38.901098901098905"
"VD","62.2673434856176","36.52173913043478","29.602888086642597"
"VS","71.38888888888889","40.51724137931034","53.37078651685393"
"VD_video","56.470588235294116","14.583333333333334","14.492753623188406"
"VS_map","64.0625","27.27272727272727","34.375"
"VD_math","56.481481481481474","25.0","27.77777777777778"
"VS_table","70.53571428571429","39.285714285714285","48.837209302325576"
"VS_ocr","62.96296296296296","34.61538461538461","29.629629629629626"
"VD_illusion","65.27777777777779","43.54838709677419","36.11111111111111"
"VS_chart","79.23076923076923","52.5","72.36842105263158"
"VD_ocr","70.78651685393258","44.18604651162791","41.86046511627907"
"VD_figure","67.5","53.65853658536586","33.33333333333333"
