"split","aAcc","fAcc","qAcc"
"Overall","43.217665615141954","19.36416184971098","18.681318681318682"
"VD","47.377326565143825","23.043478260869566","19.494584837545126"
"VS","36.388888888888886","12.068965517241379","17.415730337078653"
"VD_ocr","66.29213483146067","46.51162790697674","39.53488372093023"
"VD_illusion","52.083333333333336","25.806451612903224","22.22222222222222"
"VS_table","28.57142857142857","0.0","2.3255813953488373"
"VS_ocr","29.629629629629626","11.538461538461538","11.11111111111111"
"VD_video","40.0","8.333333333333332","8.695652173913043"
"VD_math","35.18518518518518","5.555555555555555","12.962962962962962"
"VS_chart","42.30769230769231","22.5","26.31578947368421"
"VS_map","43.75","9.090909090909092","21.875"
"VD_figure","50.0","26.82926829268293","20.51282051282051"
