"split","aAcc","fAcc","qAcc"
"Overall","68.34910620399579","46.82080924855491","41.75824175824176"
"VD","66.83587140439933","46.95652173913044","37.18411552346571"
"VS","70.83333333333334","46.55172413793103","48.87640449438202"
"VS_chart","75.38461538461539","52.5","61.8421052631579"
"VD_math","62.03703703703704","30.555555555555557","35.18518518518518"
"VD_figure","86.25","75.60975609756098","74.35897435897436"
"VS_map","57.8125","40.909090909090914","18.75"
"VS_ocr","72.22222222222221","50.0","51.85185185185185"
"VS_table","72.32142857142857","39.285714285714285","46.51162790697674"
"VD_illusion","63.19444444444444","46.774193548387096","26.38888888888889"
"VD_ocr","75.28089887640449","65.11627906976744","51.162790697674424"
"VD_video","59.411764705882355","18.75","20.28985507246377"
