"split","aAcc","fAcc","qAcc"
"Overall","55.20504731861199","24.85549132947977","24.835164835164836"
"VD","56.0067681895093","27.391304347826086","23.465703971119133"
"VS","53.888888888888886","19.82758620689655","26.96629213483146"
"VS_ocr","64.81481481481481","34.61538461538461","33.33333333333333"
"VD_illusion","53.47222222222222","25.806451612903224","16.666666666666664"
"VD_figure","62.5","36.58536585365854","25.64102564102564"
"VS_chart","57.692307692307686","20.0","42.10526315789473"
"VD_math","59.25925925925925","16.666666666666664","33.33333333333333"
"VS_table","49.107142857142854","10.714285714285714","13.953488372093023"
"VD_ocr","74.15730337078652","51.162790697674424","48.837209302325576"
"VS_map","45.3125","13.636363636363635","3.125"
"VD_video","43.529411764705884","8.333333333333332","5.797101449275362"
