"split","aAcc","fAcc","qAcc"
"Overall","57.833859095688744","30.63583815028902","29.230769230769234"
"VD","52.62267343485617","26.956521739130434","21.660649819494584"
"VS","66.38888888888889","37.93103448275862","41.01123595505618"
"VS_map","59.375","36.36363636363637","25.0"
"VD_math","44.44444444444444","13.88888888888889","14.814814814814813"
"VD_ocr","74.15730337078652","58.139534883720934","53.48837209302325"
"VS_table","73.21428571428571","39.285714285714285","48.837209302325576"
"VD_figure","53.75","24.390243902439025","17.94871794871795"
"VS_chart","68.46153846153847","37.5","50.0"
"VD_illusion","51.388888888888886","27.419354838709676","18.055555555555554"
"VD_video","47.05882352941176","10.416666666666668","13.043478260869565"
"VS_ocr","55.55555555555556","38.46153846153847","22.22222222222222"
