"split","aAcc","fAcc","qAcc"
"Overall","71.71398527865405","54.04624277456648","46.37362637362637"
"VD","69.7123519458545","53.47826086956522","42.96028880866426"
"VS","75.0","55.172413793103445","51.68539325842697"
"VD_figure","83.75","75.60975609756098","66.66666666666666"
"VD_video","59.411764705882355","35.41666666666667","24.637681159420293"
"VS_table","82.14285714285714","60.71428571428571","58.139534883720934"
"VS_map","60.9375","50.0","21.875"
"VS_ocr","61.111111111111114","50.0","25.925925925925924"
"VS_chart","81.53846153846153","57.49999999999999","69.73684210526315"
"VD_ocr","85.39325842696628","69.76744186046511","69.76744186046511"
"VD_illusion","62.5","43.54838709677419","26.38888888888889"
"VD_math","72.22222222222221","50.0","50.0"
