"split","aAcc","fAcc","qAcc"
"Overall","70.34700315457413","49.13294797687861","45.494505494505496"
"VD","68.35871404399323","48.26086956521739","40.43321299638989"
"VS","73.61111111111111","50.86206896551724","53.37078651685393"
"VD_ocr","78.65168539325843","58.139534883720934","58.139534883720934"
"VD_video","64.11764705882354","29.166666666666668","27.536231884057973"
"VD_figure","88.75","78.04878048780488","76.92307692307693"
"VS_table","76.78571428571429","50.0","62.7906976744186"
"VD_math","61.111111111111114","33.33333333333333","37.03703703703704"
"VS_chart","78.46153846153847","50.0","64.47368421052632"
"VD_illusion","61.111111111111114","45.16129032258064","25.0"
"VS_map","60.9375","45.45454545454545","21.875"
"VS_ocr","70.37037037037037","57.692307692307686","44.44444444444444"
