"split","aAcc","fAcc","qAcc"
"Overall","62.67087276550999","37.861271676300575","33.84615384615385"
"VS","65.83333333333333","43.103448275862064","41.57303370786517"
"VD","60.74450084602368","35.21739130434783","28.880866425992778"
"VS_ocr","74.07407407407408","65.38461538461539","48.148148148148145"
"VS_chart","63.84615384615384","37.5","47.368421052631575"
"VD_illusion","62.5","41.935483870967744","30.555555555555557"
"VS_map","51.5625","31.818181818181817","12.5"
"VD_ocr","71.91011235955057","51.162790697674424","46.51162790697674"
"VD_math","53.70370370370371","22.22222222222222","29.629629629629626"
"VS_table","72.32142857142857","39.285714285714285","48.837209302325576"
"VD_figure","67.5","53.65853658536586","38.46153846153847"
"VD_video","54.70588235294118","6.25","10.144927536231885"
