"split","aAcc","fAcc","qAcc"
"Overall","63.512092534174556","38.72832369942196","38.02197802197802"
"VD","59.56006768189509","37.391304347826086","30.685920577617328"
"VS","70.0","41.37931034482759","49.43820224719101"
"VD_illusion","57.638888888888886","37.096774193548384","25.0"
"VS_table","83.03571428571429","53.57142857142857","69.76744186046511"
"VD_math","62.96296296296296","30.555555555555557","37.03703703703704"
"VS_map","50.0","22.727272727272727","12.5"
"VS_chart","76.15384615384615","47.5","64.47368421052632"
"VD_ocr","73.03370786516854","53.48837209302325","48.837209302325576"
"VD_video","44.70588235294118","6.25","8.695652173913043"
"VD_figure","75.0","63.41463414634146","51.28205128205128"
"VS_ocr","51.85185185185185","34.61538461538461","18.51851851851852"
