model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
AlephAlpha_luminous-base,0.95,0.765,,0.765,200,boolq
AlephAlpha_luminous-extended,0.95,0.785,,0.785,200,boolq
ai21_j1-grande,0.95,0.76,,0.76,200,boolq
ai21_j1-grande-v2-beta,0.95,0.865,,0.865,200,boolq
ai21_j1-jumbo,0.95,0.785,,0.785,200,boolq
ai21_j1-large,0.95,0.69,,0.69,200,boolq
anthropic_stanford-online-all-v4-s3,0.95,0.835,,0.835,200,boolq
cohere_command-medium-beta,0.95,0.81,,0.81,200,boolq
cohere_command-xlarge-beta,0.95,0.865,,0.865,200,boolq
cohere_large-20220720,0.95,0.78,,0.78,200,boolq
cohere_medium-20220720,0.95,0.705,,0.705,200,boolq
cohere_medium-20221108,0.95,0.75,,0.75,200,boolq
cohere_small-20220720,0.95,0.43,,0.43,200,boolq
cohere_xlarge-20220609,0.95,0.735,,0.735,200,boolq
cohere_xlarge-20221108,0.95,0.76,,0.76,200,boolq
microsoft_TNLGv2_530B,0.95,0.85,,0.85,200,boolq
microsoft_TNLGv2_7B,0.95,0.735,,0.735,200,boolq
openai_ada,0.95,0.58,,0.58,200,boolq
openai_babbage,0.95,0.605,,0.605,200,boolq
openai_curie,0.95,0.665,,0.665,200,boolq
openai_davinci,0.95,0.76,,0.76,200,boolq
openai_text-ada-001,0.95,0.45,,0.45,200,boolq
openai_text-babbage-001,0.95,0.475,,0.475,200,boolq
openai_text-curie-001,0.95,0.63,,0.63,200,boolq
openai_text-davinci-002,0.95,0.91,,0.91,200,boolq
openai_text-davinci-003,0.95,0.89,,0.89,200,boolq
together_bloom,0.95,0.725,,0.725,200,boolq
together_glm,0.95,0.825,,0.825,200,boolq
together_gpt-j-6b,0.95,0.65,,0.65,200,boolq
together_gpt-neox-20b,0.95,0.69,,0.69,200,boolq
together_opt-175b,0.95,0.815,,0.815,200,boolq
together_opt-66b,0.95,0.82,,0.82,200,boolq
together_t0pp,0.95,0.0,,0.0,200,boolq
together_t5-11b,0.95,0.815,,0.815,200,boolq
together_ul2,0.95,0.79,,0.79,200,boolq
together_yalm,0.95,0.665,,0.665,200,boolq
AlephAlpha_luminous-base,0.905,0.74,,0.74,200,boolq
AlephAlpha_luminous-extended,0.905,0.78,,0.78,200,boolq
ai21_j1-grande,0.905,0.77,,0.77,200,boolq
ai21_j1-grande-v2-beta,0.905,0.87,,0.87,200,boolq
ai21_j1-jumbo,0.905,0.77,,0.77,200,boolq
ai21_j1-large,0.905,0.73,,0.73,200,boolq
anthropic_stanford-online-all-v4-s3,0.905,0.83,,0.83,200,boolq
cohere_command-medium-beta,0.905,0.84,,0.84,200,boolq
cohere_command-xlarge-beta,0.905,0.865,,0.865,200,boolq
cohere_large-20220720,0.905,0.77,,0.77,200,boolq
cohere_medium-20220720,0.905,0.68,,0.68,200,boolq
cohere_medium-20221108,0.905,0.735,,0.735,200,boolq
cohere_small-20220720,0.905,0.44,,0.44,200,boolq
cohere_xlarge-20220609,0.905,0.745,,0.745,200,boolq
cohere_xlarge-20221108,0.905,0.735,,0.735,200,boolq
microsoft_TNLGv2_530B,0.905,0.855,,0.855,200,boolq
microsoft_TNLGv2_7B,0.905,0.73,,0.73,200,boolq
openai_ada,0.905,0.54,,0.54,200,boolq
openai_babbage,0.905,0.61,,0.61,200,boolq
openai_curie,0.905,0.655,,0.655,200,boolq
openai_davinci,0.905,0.795,,0.795,200,boolq
openai_text-ada-001,0.905,0.475,,0.475,200,boolq
openai_text-babbage-001,0.905,0.45,,0.45,200,boolq
openai_text-curie-001,0.905,0.625,,0.625,200,boolq
openai_text-davinci-002,0.905,0.905,,0.905,200,boolq
openai_text-davinci-003,0.905,0.865,,0.865,200,boolq
together_bloom,0.905,0.73,,0.73,200,boolq
together_glm,0.905,0.83,,0.83,200,boolq
together_gpt-j-6b,0.905,0.645,,0.645,200,boolq
together_gpt-neox-20b,0.905,0.75,,0.75,200,boolq
together_opt-175b,0.905,0.83,,0.83,200,boolq
together_opt-66b,0.905,0.815,,0.815,200,boolq
together_t0pp,0.905,0.0,,0.0,200,boolq
together_t5-11b,0.905,0.8,,0.8,200,boolq
together_ul2,0.905,0.79,,0.79,200,boolq
together_yalm,0.905,0.665,,0.665,200,boolq
AlephAlpha_luminous-base,1.015,0.76,,0.76,200,boolq
AlephAlpha_luminous-extended,1.015,0.765,,0.765,200,boolq
ai21_j1-grande,1.015,0.765,,0.765,200,boolq
ai21_j1-grande-v2-beta,1.015,0.82,,0.82,200,boolq
ai21_j1-jumbo,1.015,0.815,,0.815,200,boolq
ai21_j1-large,1.015,0.685,,0.685,200,boolq
anthropic_stanford-online-all-v4-s3,1.015,0.81,,0.81,200,boolq
cohere_command-medium-beta,1.015,0.79,,0.79,200,boolq
cohere_command-xlarge-beta,1.015,0.86,,0.86,200,boolq
cohere_large-20220720,1.015,0.73,,0.73,200,boolq
cohere_medium-20220720,1.015,0.65,,0.65,200,boolq
cohere_medium-20221108,1.015,0.705,,0.705,200,boolq
cohere_small-20220720,1.015,0.47,,0.47,200,boolq
cohere_xlarge-20220609,1.015,0.705,,0.705,200,boolq
cohere_xlarge-20221108,1.015,0.755,,0.755,200,boolq
microsoft_TNLGv2_530B,1.015,0.805,,0.805,200,boolq
microsoft_TNLGv2_7B,1.015,0.725,,0.725,200,boolq
openai_ada,1.015,0.585,,0.585,200,boolq
openai_babbage,1.015,0.625,,0.625,200,boolq
openai_curie,1.015,0.64,,0.64,200,boolq
openai_davinci,1.015,0.735,,0.735,200,boolq
openai_text-ada-001,1.015,0.52,,0.52,200,boolq
openai_text-babbage-001,1.015,0.435,,0.435,200,boolq
openai_text-curie-001,1.015,0.61,,0.61,200,boolq
openai_text-davinci-002,1.015,0.845,,0.845,200,boolq
openai_text-davinci-003,1.015,0.865,,0.865,200,boolq
together_bloom,1.015,0.735,,0.735,200,boolq
together_glm,1.015,0.82,,0.82,200,boolq
together_gpt-j-6b,1.015,0.62,,0.62,200,boolq
together_gpt-neox-20b,1.015,0.695,,0.695,200,boolq
together_opt-175b,1.015,0.815,,0.815,200,boolq
together_opt-66b,1.015,0.78,,0.78,200,boolq
together_t0pp,1.015,0.0,,0.0,200,boolq
together_t5-11b,1.015,0.735,,0.735,200,boolq
together_ul2,1.015,0.775,,0.775,200,boolq
together_yalm,1.015,0.66,,0.66,200,boolq
AlephAlpha_luminous-base,0.955,0.705,,0.705,200,boolq
AlephAlpha_luminous-extended,0.955,0.725,,0.725,200,boolq
ai21_j1-grande,0.955,0.705,,0.705,200,boolq
ai21_j1-grande-v2-beta,0.955,0.805,,0.805,200,boolq
ai21_j1-jumbo,0.955,0.795,,0.795,200,boolq
ai21_j1-large,0.955,0.67,,0.67,200,boolq
anthropic_stanford-online-all-v4-s3,0.955,0.795,,0.795,200,boolq
cohere_command-medium-beta,0.955,0.77,,0.77,200,boolq
cohere_command-xlarge-beta,0.955,0.84,,0.84,200,boolq
cohere_large-20220720,0.955,0.72,,0.72,200,boolq
cohere_medium-20220720,0.955,0.665,,0.665,200,boolq
cohere_medium-20221108,0.955,0.65,,0.65,200,boolq
cohere_small-20220720,0.955,0.41,,0.41,200,boolq
cohere_xlarge-20220609,0.955,0.725,,0.725,200,boolq
cohere_xlarge-20221108,0.955,0.765,,0.765,200,boolq
microsoft_TNLGv2_530B,0.955,0.82,,0.82,200,boolq
microsoft_TNLGv2_7B,0.955,0.68,,0.68,200,boolq
openai_ada,0.955,0.53,,0.53,200,boolq
openai_babbage,0.955,0.55,,0.55,200,boolq
openai_curie,0.955,0.68,,0.68,200,boolq
openai_davinci,0.955,0.695,,0.695,200,boolq
openai_text-ada-001,0.955,0.44,,0.44,200,boolq
openai_text-babbage-001,0.955,0.455,,0.455,200,boolq
openai_text-curie-001,0.955,0.59,,0.59,200,boolq
openai_text-davinci-002,0.955,0.86,,0.86,200,boolq
openai_text-davinci-003,0.955,0.9,,0.9,200,boolq
together_bloom,0.955,0.68,,0.68,200,boolq
together_glm,0.955,0.785,,0.785,200,boolq
together_gpt-j-6b,0.955,0.61,,0.61,200,boolq
together_gpt-neox-20b,0.955,0.72,,0.72,200,boolq
together_opt-175b,0.955,0.76,,0.76,200,boolq
together_opt-66b,0.955,0.74,,0.74,200,boolq
together_t0pp,0.955,0.0,,0.0,200,boolq
together_t5-11b,0.955,0.815,,0.815,200,boolq
together_ul2,0.955,0.715,,0.715,200,boolq
together_yalm,0.955,0.615,,0.615,200,boolq
AlephAlpha_luminous-base,1.005,0.695,,0.695,200,boolq
AlephAlpha_luminous-extended,1.005,0.77,,0.77,200,boolq
ai21_j1-grande,1.005,0.78,,0.78,200,boolq
ai21_j1-grande-v2-beta,1.005,0.85,,0.85,200,boolq
ai21_j1-jumbo,1.005,0.795,,0.795,200,boolq
ai21_j1-large,1.005,0.715,,0.715,200,boolq
anthropic_stanford-online-all-v4-s3,1.005,0.815,,0.815,200,boolq
cohere_command-medium-beta,1.005,0.825,,0.825,200,boolq
cohere_command-xlarge-beta,1.005,0.86,,0.86,200,boolq
cohere_large-20220720,1.005,0.74,,0.74,200,boolq
cohere_medium-20220720,1.005,0.7,,0.7,200,boolq
cohere_medium-20221108,1.005,0.69,,0.69,200,boolq
cohere_small-20220720,1.005,0.5,,0.5,200,boolq
cohere_xlarge-20220609,1.005,0.795,,0.795,200,boolq
cohere_xlarge-20221108,1.005,0.765,,0.765,200,boolq
microsoft_TNLGv2_530B,1.005,0.885,,0.885,200,boolq
microsoft_TNLGv2_7B,1.005,0.735,,0.735,200,boolq
openai_ada,1.005,0.58,,0.58,200,boolq
openai_babbage,1.005,0.595,,0.595,200,boolq
openai_curie,1.005,0.73,,0.73,200,boolq
openai_davinci,1.005,0.79,,0.79,200,boolq
openai_text-ada-001,1.005,0.525,,0.525,200,boolq
openai_text-babbage-001,1.005,0.54,,0.54,200,boolq
openai_text-curie-001,1.005,0.68,,0.68,200,boolq
openai_text-davinci-002,1.005,0.945,,0.945,200,boolq
openai_text-davinci-003,1.005,0.92,,0.92,200,boolq
together_bloom,1.005,0.79,,0.79,200,boolq
together_glm,1.005,0.87,,0.87,200,boolq
together_gpt-j-6b,1.005,0.575,,0.575,200,boolq
together_gpt-neox-20b,1.005,0.755,,0.755,200,boolq
together_opt-175b,1.005,0.815,,0.815,200,boolq
together_opt-66b,1.005,0.795,,0.795,200,boolq
together_t0pp,1.005,0.0,,0.0,200,boolq
together_t5-11b,1.005,0.785,,0.785,200,boolq
together_ul2,1.005,0.8,,0.8,200,boolq
together_yalm,1.005,0.58,,0.58,200,boolq
AlephAlpha_luminous-base,0.99,0.735,,0.735,200,boolq
AlephAlpha_luminous-extended,0.99,0.78,,0.78,200,boolq
ai21_j1-grande,0.99,0.7,,0.7,200,boolq
ai21_j1-grande-v2-beta,0.99,0.8,,0.8,200,boolq
ai21_j1-jumbo,0.99,0.78,,0.78,200,boolq
ai21_j1-large,0.99,0.68,,0.68,200,boolq
anthropic_stanford-online-all-v4-s3,0.99,0.82,,0.82,200,boolq
cohere_command-medium-beta,0.99,0.765,,0.765,200,boolq
cohere_command-xlarge-beta,0.99,0.885,,0.885,200,boolq
cohere_large-20220720,0.99,0.7,,0.7,200,boolq
cohere_medium-20220720,0.99,0.59,,0.59,200,boolq
cohere_medium-20221108,0.99,0.71,,0.71,200,boolq
cohere_small-20220720,0.99,0.35,,0.35,200,boolq
cohere_xlarge-20220609,0.99,0.695,,0.695,200,boolq
cohere_xlarge-20221108,0.99,0.795,,0.795,200,boolq
microsoft_TNLGv2_530B,0.99,0.75,,0.75,200,boolq
microsoft_TNLGv2_7B,0.99,0.7,,0.7,200,boolq
openai_ada,0.99,0.595,,0.595,200,boolq
openai_babbage,0.99,0.52,,0.52,200,boolq
openai_curie,0.99,0.585,,0.585,200,boolq
openai_davinci,0.99,0.705,,0.705,200,boolq
openai_text-ada-001,0.99,0.43,,0.43,200,boolq
openai_text-babbage-001,0.99,0.355,,0.355,200,boolq
openai_text-curie-001,0.99,0.53,,0.53,200,boolq
openai_text-davinci-002,0.99,0.875,,0.875,200,boolq
openai_text-davinci-003,0.99,0.9,,0.9,200,boolq
together_bloom,0.99,0.635,,0.635,200,boolq
together_glm,0.99,0.72,,0.72,200,boolq
together_gpt-j-6b,0.99,0.7,,0.7,200,boolq
together_gpt-neox-20b,0.99,0.665,,0.665,200,boolq
together_opt-175b,0.99,0.74,,0.74,200,boolq
together_opt-66b,0.99,0.78,,0.78,200,boolq
together_t0pp,0.99,0.0,,0.0,200,boolq
together_t5-11b,0.99,0.705,,0.705,200,boolq
together_ul2,0.99,0.72,,0.72,200,boolq
together_yalm,0.99,0.67,,0.67,200,boolq
AlephAlpha_luminous-base,1.105,0.65,,0.65,200,boolq
AlephAlpha_luminous-extended,1.105,0.71,,0.71,200,boolq
ai21_j1-grande,1.105,0.7,,0.7,200,boolq
ai21_j1-grande-v2-beta,1.105,0.775,,0.775,200,boolq
ai21_j1-jumbo,1.105,0.71,,0.71,200,boolq
ai21_j1-large,1.105,0.66,,0.66,200,boolq
anthropic_stanford-online-all-v4-s3,1.105,0.75,,0.75,200,boolq
cohere_command-medium-beta,1.105,0.755,,0.755,200,boolq
cohere_command-xlarge-beta,1.105,0.8,,0.8,200,boolq
cohere_large-20220720,1.105,0.69,,0.69,200,boolq
cohere_medium-20220720,1.105,0.635,,0.635,200,boolq
cohere_medium-20221108,1.105,0.65,,0.65,200,boolq
cohere_small-20220720,1.105,0.45,,0.45,200,boolq
cohere_xlarge-20220609,1.105,0.7,,0.7,200,boolq
cohere_xlarge-20221108,1.105,0.705,,0.705,200,boolq
microsoft_TNLGv2_530B,1.105,0.755,,0.755,200,boolq
microsoft_TNLGv2_7B,1.105,0.685,,0.685,200,boolq
openai_ada,1.105,0.585,,0.585,200,boolq
openai_babbage,1.105,0.585,,0.585,200,boolq
openai_curie,1.105,0.62,,0.62,200,boolq
openai_davinci,1.105,0.67,,0.67,200,boolq
openai_text-ada-001,1.105,0.415,,0.415,200,boolq
openai_text-babbage-001,1.105,0.44,,0.44,200,boolq
openai_text-curie-001,1.105,0.565,,0.565,200,boolq
openai_text-davinci-002,1.105,0.835,,0.835,200,boolq
openai_text-davinci-003,1.105,0.83,,0.83,200,boolq
together_bloom,1.105,0.655,,0.655,200,boolq
together_glm,1.105,0.755,,0.755,200,boolq
together_gpt-j-6b,1.105,0.605,,0.605,200,boolq
together_gpt-neox-20b,1.105,0.655,,0.655,200,boolq
together_opt-175b,1.105,0.74,,0.74,200,boolq
together_opt-66b,1.105,0.73,,0.73,200,boolq
together_t0pp,1.105,0.0,,0.0,200,boolq
together_t5-11b,1.105,0.73,,0.73,200,boolq
together_ul2,1.105,0.755,,0.755,200,boolq
together_yalm,1.105,0.625,,0.625,200,boolq
AlephAlpha_luminous-base,1.09,0.7,,0.7,200,boolq
AlephAlpha_luminous-extended,1.09,0.77,,0.77,200,boolq
ai21_j1-grande,1.09,0.795,,0.795,200,boolq
ai21_j1-grande-v2-beta,1.09,0.825,,0.825,200,boolq
ai21_j1-jumbo,1.09,0.8,,0.8,200,boolq
ai21_j1-large,1.09,0.7,,0.7,200,boolq
anthropic_stanford-online-all-v4-s3,1.09,0.825,,0.825,200,boolq
cohere_command-medium-beta,1.09,0.835,,0.835,200,boolq
cohere_command-xlarge-beta,1.09,0.875,,0.875,200,boolq
cohere_large-20220720,1.09,0.75,,0.75,200,boolq
cohere_medium-20220720,1.09,0.635,,0.635,200,boolq
cohere_medium-20221108,1.09,0.695,,0.695,200,boolq
cohere_small-20220720,1.09,0.415,,0.415,200,boolq
cohere_xlarge-20220609,1.09,0.725,,0.725,200,boolq
cohere_xlarge-20221108,1.09,0.77,,0.77,200,boolq
microsoft_TNLGv2_530B,1.09,0.81,,0.81,200,boolq
microsoft_TNLGv2_7B,1.09,0.715,,0.715,200,boolq
openai_ada,1.09,0.56,,0.56,200,boolq
openai_babbage,1.09,0.525,,0.525,200,boolq
openai_curie,1.09,0.655,,0.655,200,boolq
openai_davinci,1.09,0.755,,0.755,200,boolq
openai_text-ada-001,1.09,0.43,,0.43,200,boolq
openai_text-babbage-001,1.09,0.4,,0.4,200,boolq
openai_text-curie-001,1.09,0.635,,0.635,200,boolq
openai_text-davinci-002,1.09,0.88,,0.88,200,boolq
openai_text-davinci-003,1.09,0.86,,0.86,200,boolq
together_bloom,1.09,0.72,,0.72,200,boolq
together_glm,1.09,0.795,,0.795,200,boolq
together_gpt-j-6b,1.09,0.685,,0.685,200,boolq
together_gpt-neox-20b,1.09,0.64,,0.64,200,boolq
together_opt-175b,1.09,0.79,,0.79,200,boolq
together_opt-66b,1.09,0.765,,0.765,200,boolq
together_t0pp,1.09,0.0,,0.0,200,boolq
together_t5-11b,1.09,0.715,,0.715,200,boolq
together_ul2,1.09,0.745,,0.745,200,boolq
together_yalm,1.09,0.64,,0.64,200,boolq
AlephAlpha_luminous-base,1.055,0.765,,0.765,200,boolq
AlephAlpha_luminous-extended,1.055,0.77,,0.77,200,boolq
ai21_j1-grande,1.055,0.695,,0.695,200,boolq
ai21_j1-grande-v2-beta,1.055,0.85,,0.85,200,boolq
ai21_j1-jumbo,1.055,0.78,,0.78,200,boolq
ai21_j1-large,1.055,0.705,,0.705,200,boolq
anthropic_stanford-online-all-v4-s3,1.055,0.845,,0.845,200,boolq
cohere_command-medium-beta,1.055,0.795,,0.795,200,boolq
cohere_command-xlarge-beta,1.055,0.855,,0.855,200,boolq
cohere_large-20220720,1.055,0.695,,0.695,200,boolq
cohere_medium-20220720,1.055,0.725,,0.725,200,boolq
cohere_medium-20221108,1.055,0.755,,0.755,200,boolq
cohere_small-20220720,1.055,0.44,,0.44,200,boolq
cohere_xlarge-20220609,1.055,0.715,,0.715,200,boolq
cohere_xlarge-20221108,1.055,0.755,,0.755,200,boolq
microsoft_TNLGv2_530B,1.055,0.795,,0.795,200,boolq
microsoft_TNLGv2_7B,1.055,0.675,,0.675,200,boolq
openai_ada,1.055,0.595,,0.595,200,boolq
openai_babbage,1.055,0.57,,0.57,200,boolq
openai_curie,1.055,0.64,,0.64,200,boolq
openai_davinci,1.055,0.765,,0.765,200,boolq
openai_text-ada-001,1.055,0.435,,0.435,200,boolq
openai_text-babbage-001,1.055,0.42,,0.42,200,boolq
openai_text-curie-001,1.055,0.605,,0.605,200,boolq
openai_text-davinci-002,1.055,0.87,,0.87,200,boolq
openai_text-davinci-003,1.055,0.885,,0.885,200,boolq
together_bloom,1.055,0.675,,0.675,200,boolq
together_glm,1.055,0.765,,0.765,200,boolq
together_gpt-j-6b,1.055,0.695,,0.695,200,boolq
together_gpt-neox-20b,1.055,0.665,,0.665,200,boolq
together_opt-175b,1.055,0.825,,0.825,200,boolq
together_opt-66b,1.055,0.77,,0.77,200,boolq
together_t0pp,1.055,0.0,,0.0,200,boolq
together_t5-11b,1.055,0.755,,0.755,200,boolq
together_ul2,1.055,0.705,,0.705,200,boolq
together_yalm,1.055,0.655,,0.655,200,boolq
AlephAlpha_luminous-base,1.11,0.705,,0.705,200,boolq
AlephAlpha_luminous-extended,1.11,0.75,,0.75,200,boolq
ai21_j1-grande,1.11,0.745,,0.745,200,boolq
ai21_j1-grande-v2-beta,1.11,0.83,,0.83,200,boolq
