model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
ai21_j1-grande,0.0,0.548,,0.548,2000,openbookqa
ai21_j1-grande-v2-beta,0.0,0.571,,0.571,2000,openbookqa
ai21_j1-jumbo,0.0,0.546,,0.546,2000,openbookqa
ai21_j1-large,0.0,0.536,,0.536,2000,openbookqa
anthropic_stanford-online-all-v4-s3,0.0,0.567,,0.567,2000,openbookqa
cohere_command-medium-beta,0.0,0.567,,0.567,2000,openbookqa
cohere_command-xlarge-beta,0.0,0.5995,,0.5995,2000,openbookqa
cohere_large-20220720,0.0,0.5675,,0.5675,2000,openbookqa
cohere_medium-20220720,0.0,0.5115,,0.5115,2000,openbookqa
cohere_medium-20221108,0.0,0.5475,,0.5475,2000,openbookqa
cohere_small-20220720,0.0,0.368,,0.368,2000,openbookqa
cohere_xlarge-20220609,0.0,0.5615,,0.5615,2000,openbookqa
cohere_xlarge-20221108,0.0,0.6005,,0.6005,2000,openbookqa
microsoft_TNLGv2_530B,0.0,0.5735,,0.5735,2000,openbookqa
microsoft_TNLGv2_7B,0.0,0.4975,,0.4975,2000,openbookqa
openai_ada,0.0,0.3815,,0.3815,2000,openbookqa
openai_babbage,0.0,0.4495,,0.4495,2000,openbookqa
openai_curie,0.0,0.521,,0.521,2000,openbookqa
openai_davinci,0.0,0.6,,0.6,2000,openbookqa
openai_text-ada-001,0.0,0.336,,0.336,2000,openbookqa
openai_text-babbage-001,0.0,0.456,,0.456,2000,openbookqa
openai_text-curie-001,0.0,0.501,,0.501,2000,openbookqa
openai_text-davinci-002,0.0,0.5915,,0.5915,2000,openbookqa
openai_text-davinci-003,0.0,0.6535,,0.6535,2000,openbookqa
together_bloom,0.0,0.5385,,0.5385,2000,openbookqa
together_gpt-j-6b,0.0,0.532,,0.532,2000,openbookqa
together_gpt-neox-20b,0.0,0.542,,0.542,2000,openbookqa
together_opt-175b,0.0,0.5975,,0.5975,2000,openbookqa
together_opt-66b,0.0,0.544,,0.544,2000,openbookqa
ai21_j1-grande,0.0,0.502,,0.502,2000,openbookqa
ai21_j1-grande-v2-beta,0.0,0.563,,0.563,2000,openbookqa
ai21_j1-jumbo,0.0,0.5255,,0.5255,2000,openbookqa
ai21_j1-large,0.0,0.5005,,0.5005,2000,openbookqa
anthropic_stanford-online-all-v4-s3,0.0,0.5515,,0.5515,2000,openbookqa
cohere_command-medium-beta,0.0,0.556,,0.556,2000,openbookqa
cohere_command-xlarge-beta,0.0,0.5905,,0.5905,2000,openbookqa
cohere_large-20220720,0.0,0.5245,,0.5245,2000,openbookqa
cohere_medium-20220720,0.0,0.5055,,0.5055,2000,openbookqa
cohere_medium-20221108,0.0,0.529,,0.529,2000,openbookqa
cohere_small-20220720,0.0,0.348,,0.348,2000,openbookqa
cohere_xlarge-20220609,0.0,0.555,,0.555,2000,openbookqa
cohere_xlarge-20221108,0.0,0.586,,0.586,2000,openbookqa
microsoft_TNLGv2_530B,0.0,0.559,,0.559,2000,openbookqa
microsoft_TNLGv2_7B,0.0,0.458,,0.458,2000,openbookqa
openai_ada,0.0,0.3635,,0.3635,2000,openbookqa
openai_babbage,0.0,0.44,,0.44,2000,openbookqa
openai_curie,0.0,0.497,,0.497,2000,openbookqa
openai_davinci,0.0,0.5895,,0.5895,2000,openbookqa
openai_text-ada-001,0.0,0.346,,0.346,2000,openbookqa
openai_text-babbage-001,0.0,0.4315,,0.4315,2000,openbookqa
openai_text-curie-001,0.0,0.5075,,0.5075,2000,openbookqa
openai_text-davinci-002,0.0,0.5935,,0.5935,2000,openbookqa
openai_text-davinci-003,0.0,0.6395,,0.6395,2000,openbookqa
together_bloom,0.0,0.537,,0.537,2000,openbookqa
together_gpt-j-6b,0.0,0.507,,0.507,2000,openbookqa
together_gpt-neox-20b,0.0,0.525,,0.525,2000,openbookqa
together_opt-175b,0.0,0.594,,0.594,2000,openbookqa
together_opt-66b,0.0,0.543,,0.543,2000,openbookqa
ai21_j1-grande,0.0,0.51,,0.51,2000,openbookqa
ai21_j1-grande-v2-beta,0.0,0.566,,0.566,2000,openbookqa
ai21_j1-jumbo,0.0,0.531,,0.531,2000,openbookqa
ai21_j1-large,0.0,0.5155,,0.5155,2000,openbookqa
anthropic_stanford-online-all-v4-s3,0.0,0.5485,,0.5485,2000,openbookqa
cohere_command-medium-beta,0.0,0.5565,,0.5565,2000,openbookqa
cohere_command-xlarge-beta,0.0,0.589,,0.589,2000,openbookqa
cohere_large-20220720,0.0,0.533,,0.533,2000,openbookqa
cohere_medium-20220720,0.0,0.505,,0.505,2000,openbookqa
cohere_medium-20221108,0.0,0.5465,,0.5465,2000,openbookqa
cohere_small-20220720,0.0,0.3605,,0.3605,2000,openbookqa
cohere_xlarge-20220609,0.0,0.5445,,0.5445,2000,openbookqa
cohere_xlarge-20221108,0.0,0.59,,0.59,2000,openbookqa
microsoft_TNLGv2_530B,0.0,0.556,,0.556,2000,openbookqa
microsoft_TNLGv2_7B,0.0,0.49,,0.49,2000,openbookqa
openai_ada,0.0,0.395,,0.395,2000,openbookqa
openai_babbage,0.0,0.441,,0.441,2000,openbookqa
openai_curie,0.0,0.51,,0.51,2000,openbookqa
openai_davinci,0.0,0.5885,,0.5885,2000,openbookqa
openai_text-ada-001,0.0,0.35,,0.35,2000,openbookqa
openai_text-babbage-001,0.0,0.4665,,0.4665,2000,openbookqa
openai_text-curie-001,0.0,0.522,,0.522,2000,openbookqa
openai_text-davinci-002,0.0,0.5805,,0.5805,2000,openbookqa
openai_text-davinci-003,0.0,0.6555,,0.6555,2000,openbookqa
together_bloom,0.0,0.532,,0.532,2000,openbookqa
together_gpt-j-6b,0.0,0.5115,,0.5115,2000,openbookqa
together_gpt-neox-20b,0.0,0.5325,,0.5325,2000,openbookqa
together_opt-175b,0.0,0.588,,0.588,2000,openbookqa
together_opt-66b,0.0,0.5345,,0.5345,2000,openbookqa
ai21_j1-grande,0.0,0.494,,0.494,2000,openbookqa
ai21_j1-grande-v2-beta,0.0,0.546,,0.546,2000,openbookqa
ai21_j1-jumbo,0.0,0.516,,0.516,2000,openbookqa
ai21_j1-large,0.0,0.4885,,0.4885,2000,openbookqa
anthropic_stanford-online-all-v4-s3,0.0,0.545,,0.545,2000,openbookqa
cohere_command-medium-beta,0.0,0.537,,0.537,2000,openbookqa
cohere_command-xlarge-beta,0.0,0.5695,,0.5695,2000,openbookqa
cohere_large-20220720,0.0,0.5225,,0.5225,2000,openbookqa
cohere_medium-20220720,0.0,0.483,,0.483,2000,openbookqa
cohere_medium-20221108,0.0,0.532,,0.532,2000,openbookqa
cohere_small-20220720,0.0,0.337,,0.337,2000,openbookqa
