"split","aAcc","fAcc","qAcc"
"Overall","57.93901156677181","30.924855491329478","31.868131868131865"
"VS","61.38888888888889","29.310344827586203","42.69662921348314"
"VD","55.83756345177665","31.73913043478261","24.90974729241877"
"VS_map","59.375","22.727272727272727","21.875"
"VD_ocr","69.66292134831461","48.837209302325576","46.51162790697674"
"VS_ocr","46.2962962962963","23.076923076923077","25.925925925925924"
"VS_chart","65.38461538461539","37.5","57.89473684210527"
"VD_video","47.05882352941176","12.5","7.246376811594203"
"VD_illusion","59.72222222222222","38.70967741935484","25.0"
"VD_figure","63.74999999999999","41.46341463414634","38.46153846153847"
"VD_math","47.22222222222222","13.88888888888889","20.37037037037037"
"VS_table","65.17857142857143","28.57142857142857","41.86046511627907"
