,model,balanced_score,n_samples,trial_num,win_rate,scenario
0,ai21_j2-grande,0.46,50,0,0.5,truthful_qa
1,ai21_j2-jumbo,0.48,50,0,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.32,50,0,0.3333333333333333,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.64,50,0,1.0,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.25,50,0,0.16666666666666666,truthful_qa
5,writer_palmyra-instruct-30,0.18,50,0,0.0,truthful_qa
6,writer_palmyra-x,0.6,50,0,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.38,50,1,0.5,truthful_qa
1,ai21_j2-jumbo,0.44,50,1,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.3,50,1,0.0,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.56,50,1,0.8333333333333334,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.3478260869565217,50,1,0.3333333333333333,truthful_qa
5,writer_palmyra-instruct-30,0.3,50,1,0.0,truthful_qa
6,writer_palmyra-x,0.64,50,1,1.0,truthful_qa
0,ai21_j2-grande,0.3,50,2,0.5,truthful_qa
1,ai21_j2-jumbo,0.5,50,2,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.24,50,2,0.16666666666666666,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.72,50,2,1.0,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.2941176470588235,50,2,0.3333333333333333,truthful_qa
5,writer_palmyra-instruct-30,0.16,50,2,0.0,truthful_qa
6,writer_palmyra-x,0.58,50,2,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.32,50,3,0.3333333333333333,truthful_qa
1,ai21_j2-jumbo,0.54,50,3,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.26,50,3,0.16666666666666666,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.74,50,3,1.0,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.3529411764705882,50,3,0.5,truthful_qa
5,writer_palmyra-instruct-30,0.22,50,3,0.0,truthful_qa
6,writer_palmyra-x,0.68,50,3,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.36,50,4,0.5,truthful_qa
1,ai21_j2-jumbo,0.44,50,4,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.24,50,4,0.3333333333333333,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.7,50,4,1.0,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.1304347826086956,50,4,0.0,truthful_qa
5,writer_palmyra-instruct-30,0.2,50,4,0.16666666666666666,truthful_qa
6,writer_palmyra-x,0.64,50,4,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.3,50,5,0.16666666666666666,truthful_qa
1,ai21_j2-jumbo,0.4,50,5,0.5,truthful_qa
2,ai21_j2-large,0.4,50,5,0.5,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.66,50,5,1.0,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.3333333333333333,50,5,0.3333333333333333,truthful_qa
5,writer_palmyra-instruct-30,0.1,50,5,0.0,truthful_qa
6,writer_palmyra-x,0.52,50,5,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.34,50,6,0.5,truthful_qa
1,ai21_j2-jumbo,0.44,50,6,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.14,50,6,0.16666666666666666,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.68,50,6,1.0,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.2916666666666667,50,6,0.3333333333333333,truthful_qa
5,writer_palmyra-instruct-30,0.1,50,6,0.0,truthful_qa
6,writer_palmyra-x,0.56,50,6,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.28,50,7,0.5,truthful_qa
1,ai21_j2-jumbo,0.42,50,7,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.24,50,7,0.3333333333333333,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.58,50,7,0.8333333333333334,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.238095238095238,50,7,0.16666666666666666,truthful_qa
5,writer_palmyra-instruct-30,0.14,50,7,0.0,truthful_qa
6,writer_palmyra-x,0.6,50,7,1.0,truthful_qa
0,ai21_j2-grande,0.34,50,8,0.5,truthful_qa
1,ai21_j2-jumbo,0.38,50,8,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.18,50,8,0.0,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.58,50,8,0.8333333333333334,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.2142857142857142,50,8,0.3333333333333333,truthful_qa
5,writer_palmyra-instruct-30,0.2,50,8,0.16666666666666666,truthful_qa
6,writer_palmyra-x,0.58,50,8,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.4,50,9,0.6666666666666666,truthful_qa
1,ai21_j2-jumbo,0.38,50,9,0.5,truthful_qa
2,ai21_j2-large,0.24,50,9,0.16666666666666666,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.58,50,9,0.8333333333333334,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.2941176470588235,50,9,0.3333333333333333,truthful_qa
5,writer_palmyra-instruct-30,0.12,50,9,0.0,truthful_qa
6,writer_palmyra-x,0.62,50,9,1.0,truthful_qa
0,ai21_j2-grande,0.4,30,0,0.5,truthful_qa
1,ai21_j2-jumbo,0.5666666666666667,30,0,0.6666666666666666,truthful_qa
2,ai21_j2-large,0.3333333333333333,30,0,0.3333333333333333,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.7,30,0,0.8333333333333334,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.1428571428571428,30,0,0.0,truthful_qa
5,writer_palmyra-instruct-30,0.2333333333333333,30,0,0.16666666666666666,truthful_qa
6,writer_palmyra-x,0.7,30,0,0.8333333333333334,truthful_qa
0,ai21_j2-grande,0.2333333333333333,30,1,0.3333333333333333,truthful_qa
1,ai21_j2-jumbo,0.4333333333333333,30,1,0.5,truthful_qa
2,ai21_j2-large,0.1666666666666666,30,1,0.16666666666666666,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.6,30,1,0.8333333333333334,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.5,30,1,0.6666666666666666,truthful_qa
5,writer_palmyra-instruct-30,0.0333333333333333,30,1,0.0,truthful_qa
6,writer_palmyra-x,0.6666666666666666,30,1,1.0,truthful_qa
0,ai21_j2-grande,0.3333333333333333,30,2,0.6666666666666666,truthful_qa
1,ai21_j2-jumbo,0.2666666666666666,30,2,0.3333333333333333,truthful_qa
2,ai21_j2-large,0.1666666666666666,30,2,0.16666666666666666,truthful_qa
3,openai_gpt-3.5-turbo-0301,0.4333333333333333,30,2,0.8333333333333334,truthful_qa
4,together_redpajama-incite-base-3b-v1,0.0,30,2,0.0,truthful_qa
5,writer_palmyra-instruct-30,0.3,30,2,0.5,truthful_qa
6,writer_palmyra-x,0.5333333333333333,30,2,1.0,truthful_qa
0,ai21_j2-grande,0.2333333333333333,30,3,0.3333333333333333,truthful_qa
1,ai21_j2-jumbo,0.2333333333333333,30,3,0.3333333333333333,truthful_qa
2,ai21_j2-large,0.2,30,3,0.16666666666666666,truthful_qa
