model,train_trial_index,score,sub_split,balanced_score,n_samples,scenario
AlephAlpha_luminous-base,0.625,0.875,,0.875,40,boolq
AlephAlpha_luminous-extended,0.625,0.9,,0.9,40,boolq
ai21_j1-grande,0.625,0.775,,0.775,40,boolq
ai21_j1-grande-v2-beta,0.625,1.0,,1.0,40,boolq
ai21_j1-jumbo,0.625,0.925,,0.925,40,boolq
ai21_j1-large,0.625,0.525,,0.525,40,boolq
anthropic_stanford-online-all-v4-s3,0.625,1.0,,1.0,40,boolq
cohere_command-medium-beta,0.625,1.0,,1.0,40,boolq
cohere_command-xlarge-beta,0.625,1.0,,1.0,40,boolq
cohere_large-20220720,0.625,0.875,,0.875,40,boolq
cohere_medium-20220720,0.625,0.375,,0.375,40,boolq
cohere_medium-20221108,0.625,0.675,,0.675,40,boolq
cohere_small-20220720,0.625,0.0,,0.0,40,boolq
cohere_xlarge-20220609,0.625,0.75,,0.75,40,boolq
cohere_xlarge-20221108,0.625,0.975,,0.975,40,boolq
microsoft_TNLGv2_530B,0.625,1.0,,1.0,40,boolq
microsoft_TNLGv2_7B,0.625,0.675,,0.675,40,boolq
openai_ada,0.625,0.4,,0.4,40,boolq
openai_babbage,0.625,0.0,,0.0,40,boolq
openai_curie,0.625,0.25,,0.25,40,boolq
openai_davinci,0.625,0.825,,0.825,40,boolq
openai_text-ada-001,0.625,0.025,,0.025,40,boolq
openai_text-babbage-001,0.625,0.0,,0.0,40,boolq
openai_text-curie-001,0.625,0.125,,0.125,40,boolq
openai_text-davinci-002,0.625,1.0,,1.0,40,boolq
openai_text-davinci-003,0.625,1.0,,1.0,40,boolq
together_bloom,0.625,0.775,,0.775,40,boolq
together_glm,0.625,0.95,,0.95,40,boolq
together_gpt-j-6b,0.625,0.85,,0.85,40,boolq
together_gpt-neox-20b,0.625,0.45,,0.45,40,boolq
together_opt-175b,0.625,1.0,,1.0,40,boolq
together_opt-66b,0.625,0.925,,0.925,40,boolq
together_t0pp,0.625,0.0,,0.0,40,boolq
together_t5-11b,0.625,0.975,,0.975,40,boolq
together_ul2,0.625,0.85,,0.85,40,boolq
together_yalm,0.625,0.425,,0.425,40,boolq
AlephAlpha_luminous-base,0.625,0.875,,0.875,40,boolq
AlephAlpha_luminous-extended,0.625,0.9,,0.9,40,boolq
ai21_j1-grande,0.625,0.775,,0.775,40,boolq
ai21_j1-grande-v2-beta,0.625,1.0,,1.0,40,boolq
ai21_j1-jumbo,0.625,0.925,,0.925,40,boolq
ai21_j1-large,0.625,0.525,,0.525,40,boolq
anthropic_stanford-online-all-v4-s3,0.625,1.0,,1.0,40,boolq
cohere_command-medium-beta,0.625,1.0,,1.0,40,boolq
cohere_command-xlarge-beta,0.625,1.0,,1.0,40,boolq
cohere_large-20220720,0.625,0.875,,0.875,40,boolq
cohere_medium-20220720,0.625,0.375,,0.375,40,boolq
cohere_medium-20221108,0.625,0.675,,0.675,40,boolq
cohere_small-20220720,0.625,0.0,,0.0,40,boolq
cohere_xlarge-20220609,0.625,0.75,,0.75,40,boolq
cohere_xlarge-20221108,0.625,0.975,,0.975,40,boolq
microsoft_TNLGv2_530B,0.625,1.0,,1.0,40,boolq
microsoft_TNLGv2_7B,0.625,0.675,,0.675,40,boolq
openai_ada,0.625,0.4,,0.4,40,boolq
