"split","aAcc","fAcc","qAcc"
"Overall","57.93901156677181","34.971098265895954","30.54945054945055"
"VD","53.13028764805414","33.47826086956522","22.743682310469314"
"VS","65.83333333333333","37.93103448275862","42.69662921348314"
"VS_ocr","55.55555555555556","38.46153846153847","18.51851851851852"
"VS_chart","67.6923076923077","37.5","52.63157894736842"
"VS_map","54.6875","31.818181818181817","18.75"
"VD_ocr","73.03370786516854","55.81395348837209","46.51162790697674"
"VS_table","75.0","42.857142857142854","58.139534883720934"
"VD_illusion","52.083333333333336","38.70967741935484","16.666666666666664"
"VD_video","40.588235294117645","4.166666666666666","4.3478260869565215"
"VD_figure","70.0","46.34146341463415","46.15384615384615"
"VD_math","45.370370370370374","22.22222222222222","18.51851851851852"
