"split","aAcc","fAcc","qAcc"
"Overall","66.77181913774973","36.41618497109826","38.681318681318686"
"VS","70.27777777777777","33.62068965517241","48.31460674157304"
"VD","64.63620981387479","37.826086956521735","32.49097472924188"
"VD_figure","73.75","56.09756097560976","46.15384615384615"
"VD_illusion","61.111111111111114","29.03225806451613","23.61111111111111"
"VS_ocr","59.25925925925925","34.61538461538461","18.51851851851852"
"VD_video","52.94117647058824","12.5","7.246376811594203"
"VD_math","67.5925925925926","33.33333333333333","42.592592592592595"
"VD_ocr","80.89887640449437","65.11627906976744","62.7906976744186"
"VS_map","57.8125","18.181818181818183","18.75"
"VS_table","75.89285714285714","42.857142857142854","60.46511627906976"
"VS_chart","76.15384615384615","35.0","64.47368421052632"
