model,train_trial_index,score,balanced_score,n_samples,scenario
AlephAlpha_luminous-base,0.9,0.95,0.7693944444444444,20,civil_comments
AlephAlpha_luminous-extended,0.9,0.25,0.20247222222222222,20,civil_comments
AlephAlpha_luminous-supreme,0.9,1.0,0.8098888888888889,20,civil_comments
ai21_j1-grande,0.9,0.9,0.7289,20,civil_comments
ai21_j1-grande-v2-beta,0.9,0.85,0.6884055555555555,20,civil_comments
ai21_j1-jumbo,0.9,1.0,0.8098888888888889,20,civil_comments
ai21_j1-large,0.9,0.85,0.6884055555555555,20,civil_comments
anthropic_stanford-online-all-v4-s3,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_command-medium-beta,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_command-xlarge-beta,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_large-20220720,0.9,0.5,0.40494444444444444,20,civil_comments
cohere_medium-20220720,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_medium-20221108,0.9,0.0,0.0,20,civil_comments
cohere_small-20220720,0.9,0.0,0.0,20,civil_comments
cohere_xlarge-20220609,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_xlarge-20221108,0.9,0.5,0.40494444444444444,20,civil_comments
microsoft_TNLGv2_530B,0.9,1.0,0.8098888888888889,20,civil_comments
microsoft_TNLGv2_7B,0.9,0.8,0.6479111111111111,20,civil_comments
openai_ada,0.9,0.2,0.16197777777777778,20,civil_comments
openai_babbage,0.9,0.0,0.0,20,civil_comments
openai_curie,0.9,0.95,0.7693944444444444,20,civil_comments
openai_davinci,0.9,1.0,0.8098888888888889,20,civil_comments
openai_text-ada-001,0.9,0.0,0.0,20,civil_comments
openai_text-babbage-001,0.9,0.0,0.0,20,civil_comments
openai_text-curie-001,0.9,1.0,0.8098888888888889,20,civil_comments
openai_text-davinci-002,0.9,1.0,0.8098888888888889,20,civil_comments
openai_text-davinci-003,0.9,1.0,0.8098888888888889,20,civil_comments
together_bloom,0.9,1.0,0.8098888888888889,20,civil_comments
together_glm,0.9,0.0,0.0,20,civil_comments
together_gpt-j-6b,0.9,0.9,0.7289,20,civil_comments
together_gpt-neox-20b,0.9,1.0,0.8098888888888889,20,civil_comments
together_opt-175b,0.9,1.0,0.8098888888888889,20,civil_comments
together_opt-66b,0.9,1.0,0.8098888888888889,20,civil_comments
together_t0pp,0.9,0.0,0.0,20,civil_comments
together_t5-11b,0.9,0.15,0.12148333333333335,20,civil_comments
together_ul2,0.9,0.7,0.5669222222222222,20,civil_comments
together_yalm,0.9,0.0,0.0,20,civil_comments
AlephAlpha_luminous-base,0.9,0.95,0.7693944444444444,20,civil_comments
AlephAlpha_luminous-extended,0.9,0.25,0.20247222222222222,20,civil_comments
AlephAlpha_luminous-supreme,0.9,1.0,0.8098888888888889,20,civil_comments
ai21_j1-grande,0.9,0.9,0.7289,20,civil_comments
ai21_j1-grande-v2-beta,0.9,0.85,0.6884055555555555,20,civil_comments
ai21_j1-jumbo,0.9,1.0,0.8098888888888889,20,civil_comments
ai21_j1-large,0.9,0.85,0.6884055555555555,20,civil_comments
anthropic_stanford-online-all-v4-s3,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_command-medium-beta,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_command-xlarge-beta,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_large-20220720,0.9,0.5,0.40494444444444444,20,civil_comments
cohere_medium-20220720,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_medium-20221108,0.9,0.0,0.0,20,civil_comments
cohere_small-20220720,0.9,0.0,0.0,20,civil_comments
cohere_xlarge-20220609,0.9,1.0,0.8098888888888889,20,civil_comments
cohere_xlarge-20221108,0.9,0.5,0.40494444444444444,20,civil_comments
microsoft_TNLGv2_530B,0.9,1.0,0.8098888888888889,20,civil_comments
microsoft_TNLGv2_7B,0.9,0.8,0.6479111111111111,20,civil_comments
openai_ada,0.9,0.2,0.16197777777777778,20,civil_comments
openai_babbage,0.9,0.0,0.0,20,civil_comments
openai_curie,0.9,0.95,0.7693944444444444,20,civil_comments
openai_davinci,0.9,1.0,0.8098888888888889,20,civil_comments
