"split","aAcc","fAcc","qAcc"
"Overall","70.87276550998949","48.554913294797686","49.67032967032967"
"VD","66.66666666666666","46.52173913043478","42.59927797833935"
"VS","77.77777777777779","52.58620689655172","60.67415730337079"
"VD_ocr","80.89887640449437","67.44186046511628","62.7906976744186"
"VS_ocr","72.22222222222221","57.692307692307686","44.44444444444444"
"VD_math","65.74074074074075","25.0","42.592592592592595"
"VD_illusion","63.888888888888886","46.774193548387096","33.33333333333333"
"VS_chart","81.53846153846153","57.49999999999999","72.36842105263158"
"VS_table","81.25","50.0","62.7906976744186"
"VS_map","68.75","40.909090909090914","43.75"
"VD_figure","86.25","73.17073170731707","71.7948717948718"
"VD_video","52.94117647058824","20.833333333333336","23.18840579710145"
