"split","aAcc","fAcc","qAcc"
"Overall","65.93059936908517","39.30635838150289","40.0"
"VD","62.944162436548226","39.130434782608695","35.37906137184115"
"VS","70.83333333333334","39.6551724137931","47.19101123595505"
"VD_figure","76.25","63.41463414634146","51.28205128205128"
"VD_math","58.333333333333336","19.444444444444446","35.18518518518518"
"VS_chart","71.53846153846153","32.5","56.57894736842105"
"VS_table","80.35714285714286","57.14285714285714","60.46511627906976"
"VS_map","51.5625","18.181818181818183","9.375"
"VS_ocr","72.22222222222221","50.0","44.44444444444444"
"VD_illusion","66.66666666666666","46.774193548387096","36.11111111111111"
"VD_video","49.411764705882355","12.5","15.942028985507244"
"VD_ocr","76.40449438202246","51.162790697674424","51.162790697674424"
