"split","aAcc","fAcc","qAcc"
"Overall","60.252365930599375","30.924855491329478","31.648351648351646"
"VS","64.16666666666667","26.72413793103448","39.8876404494382"
"VD","57.868020304568525","33.04347826086956","26.353790613718413"
"VD_video","44.70588235294118","10.416666666666668","4.3478260869565215"
"VS_table","64.28571428571429","21.428571428571427","37.2093023255814"
"VD_illusion","62.5","40.32258064516129","31.944444444444443"
"VD_math","54.629629629629626","22.22222222222222","29.629629629629626"
"VD_figure","71.25","56.09756097560976","43.58974358974359"
"VS_map","54.6875","18.181818181818183","18.75"
"VS_chart","70.76923076923077","32.5","57.89473684210527"
"VD_ocr","67.41573033707866","34.883720930232556","32.55813953488372"
"VS_ocr","59.25925925925925","30.76923076923077","18.51851851851852"
