"split","aAcc","fAcc","qAcc"
"Overall","57.3080967402734","29.76878612716763","29.67032967032967"
"VS","55.00000000000001","19.82758620689655","27.52808988764045"
"VD","58.71404399323181","34.78260869565217","31.046931407942242"
"VD_figure","73.75","53.65853658536586","48.717948717948715"
"VD_math","57.407407407407405","22.22222222222222","35.18518518518518"
"VD_video","42.94117647058823","4.166666666666666","5.797101449275362"
"VS_map","51.5625","22.727272727272727","9.375"
"VS_ocr","53.70370370370371","26.923076923076923","14.814814814814813"
"VD_illusion","58.333333333333336","37.096774193548384","29.166666666666668"
"VS_chart","53.84615384615385","12.5","36.84210526315789"
"VD_ocr","77.52808988764045","58.139534883720934","53.48837209302325"
"VS_table","58.92857142857143","21.428571428571427","32.55813953488372"
