"split","aAcc","fAcc","qAcc"
"Overall","74.55310199789696","51.73410404624278","52.74725274725275"
"VD","73.77326565143824","53.04347826086957","49.09747292418773"
"VS","75.83333333333333","49.137931034482754","58.42696629213483"
"VS_table","76.78571428571429","42.857142857142854","60.46511627906976"
"VS_ocr","66.66666666666666","50.0","37.03703703703704"
"VD_math","71.29629629629629","36.11111111111111","48.148148148148145"
"VS_chart","84.61538461538461","60.0","75.0"
"VD_video","74.70588235294117","45.83333333333333","50.72463768115942"
"VD_figure","73.75","65.85365853658537","46.15384615384615"
"VD_illusion","69.44444444444444","45.16129032258064","40.27777777777778"
"VD_ocr","82.02247191011236","74.4186046511628","65.11627906976744"
"VS_map","64.0625","36.36363636363637","34.375"
