"split","aAcc","fAcc","qAcc"
"Overall","61.51419558359621","36.70520231213873","34.065934065934066"
"VS","60.83333333333333","31.03448275862069","36.51685393258427"
"VD","61.92893401015228","39.565217391304344","32.49097472924188"
"VS_table","68.75","35.714285714285715","44.18604651162791"
"VD_illusion","57.638888888888886","33.87096774193548","20.833333333333336"
"VD_video","54.70588235294118","16.666666666666664","17.391304347826086"
"VS_ocr","59.25925925925925","38.46153846153847","22.22222222222222"
"VS_map","50.0","31.818181818181817","9.375"
"VD_figure","83.75","75.60975609756098","66.66666666666666"
"VD_ocr","78.65168539325843","55.81395348837209","58.139534883720934"
"VD_math","49.074074074074076","19.444444444444446","22.22222222222222"
"VS_chart","60.0","22.5","48.68421052631579"
