"split","aAcc","fAcc","qAcc"
"Overall","54.4689800210305","26.011560693641616","25.494505494505493"
"VS","54.166666666666664","19.82758620689655","30.89887640449438"
"VD","54.653130287648054","29.130434782608695","22.021660649819495"
"VS_ocr","44.44444444444444","19.230769230769234","11.11111111111111"
"VD_video","47.647058823529406","14.583333333333334","7.246376811594203"
"VS_chart","53.07692307692308","17.5","40.78947368421053"
"VD_illusion","54.861111111111114","30.64516129032258","19.444444444444446"
"VD_ocr","71.91011235955057","46.51162790697674","44.18604651162791"
"VD_math","44.44444444444444","11.11111111111111","22.22222222222222"
"VS_table","62.5","28.57142857142857","39.53488372093023"
"VS_map","50.0","13.636363636363635","12.5"
"VD_figure","63.74999999999999","41.46341463414634","28.205128205128204"
