"split","aAcc","fAcc","qAcc"
"Overall","67.40273396424816","44.50867052023121","42.1978021978022"
"VD","62.605752961082906","41.73913043478261","33.935018050541515"
"VS","75.27777777777777","50.0","55.0561797752809"
"VS_table","79.46428571428571","42.857142857142854","60.46511627906976"
"VD_video","54.70588235294118","25.0","21.73913043478261"
"VD_illusion","59.72222222222222","38.70967741935484","23.61111111111111"
"VD_math","61.111111111111114","25.0","37.03703703703704"
"VD_figure","66.25","53.65853658536586","38.46153846153847"
"VD_ocr","80.89887640449437","67.44186046511628","62.7906976744186"
"VS_ocr","66.66666666666666","53.84615384615385","37.03703703703704"
"VS_chart","80.76923076923077","55.00000000000001","69.73684210526315"
"VS_map","64.0625","45.45454545454545","28.125"
