"split","aAcc","fAcc","qAcc"
"Overall","70.34700315457413","44.21965317919075","47.03296703296703"
"VS","74.72222222222223","45.689655172413794","55.0561797752809"
"VD","67.68189509306261","43.47826086956522","41.87725631768953"
"VS_map","57.8125","31.818181818181817","18.75"
"VD_ocr","78.65168539325843","62.7906976744186","62.7906976744186"
"VD_illusion","60.416666666666664","38.70967741935484","26.38888888888889"
"VD_figure","86.25","73.17073170731707","79.48717948717949"
"VS_table","78.57142857142857","42.857142857142854","60.46511627906976"
"VD_video","56.470588235294116","10.416666666666668","17.391304347826086"
"VS_ocr","72.22222222222221","53.84615384615385","44.44444444444444"
"VD_math","72.22222222222221","38.88888888888889","50.0"
"VS_chart","80.76923076923077","50.0","71.05263157894737"
