"split","aAcc","fAcc","qAcc"
"Overall","64.87907465825447","39.884393063583815","40.21978021978022"
"VS","70.55555555555556","46.55172413793103","50.0"
"VD","61.42131979695431","36.52173913043478","33.935018050541515"
"VS_map","62.5","40.909090909090914","25.0"
"VS_table","75.0","50.0","51.162790697674424"
"VS_ocr","55.55555555555556","38.46153846153847","33.33333333333333"
"VD_math","67.5925925925926","38.88888888888889","42.592592592592595"
"VS_chart","76.92307692307693","52.5","65.78947368421053"
"VD_ocr","71.91011235955057","53.48837209302325","44.18604651162791"
"VD_video","51.76470588235295","12.5","20.28985507246377"
"VD_figure","72.5","48.78048780487805","48.717948717948715"
"VD_illusion","55.55555555555556","33.87096774193548","26.38888888888889"
